Category,Disease,Clinical_Feature,Importance,Rank
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Salt added: Never/rarely,0.041859347,7
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Coffee intake,0.040888537,8
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Water intake,0.038333833,9
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Time spent outdoors in winter,0.037572846,10
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Bread intake,0.037452985,11
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Processed meat: <1/week,0.037075873,12
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Alcohol vs 10yrs ago: Less now,0.03630514,13
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Cereal intake,0.035945185,14
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Fresh fruit intake,0.03494269,15
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Chronotype: More evening,0.03341993,16
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Ethnicity,0.033398334,17
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Time spent outdoors in summer,0.0317451,18
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Diet change: No,0.03126,19
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Time spent driving,0.031079117,20
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Snoring: Yes,0.030044418,21
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Mobile use: Five to eight years,0.02958529,22
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Ever smoked: Yes,0.029277004,23
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Hair colour: Light brown,0.029260347,24
Cancers,Secondary_Malignancy_retroperitoneum_and_peritoneum,Days/week of moderate physical activity,0.02914771,25
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Cereal intake,0.23308516,1
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Time spent outdoors in summer,0.18824904,2
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Mother: High blood pressure,0.11596015,3
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Alcohol: Special occasions,0.10540236,4
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Days/week of vigorous physical activity,0.10198565,5
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Ethnicity,0.09966266,6
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Diet change: No,0.093395576,7
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Time spent outdoors in winter,0.09207654,8
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Water intake,0.09039914,9
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Get up: Very easy,0.0838192,10
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Beef: 1/week,0.08167643,11
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Days/week of walk 10+ mins,0.07882831,12
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Skin colour: Fair,0.07803466,13
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Skin colour: Light olive,0.077100396,14
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Diet variation: Sometimes,0.07543663,15
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Sun protection: Most times,0.07238084,16
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Age first had sexual intercourse,0.07102232,17
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Pork: 1/week,0.0704029,18
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Beef: <1/week,0.069932185,19
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Pork: Never,0.06853928,20
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Sun protection: Rarely,0.06784785,21
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Cooked vegetable intake,0.067771085,22
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Alcohol: Daily,0.06694048,23
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Insomnia: Sometimes,0.066225804,24
Cancers,Primary_Malignancy_Other_Skin_and_subcutaneous_tissue,Sun protection: Always,0.06589054,25
Cancers,Primary_Malignancy_colorectal_and_anus,Poultry: 2-4/week,0.05733765,1
Cancers,Primary_Malignancy_colorectal_and_anus,Poultry: 1/week,0.05687022,2
Cancers,Primary_Malignancy_colorectal_and_anus,Get up: Very easy,0.05312538,3
Cancers,Primary_Malignancy_colorectal_and_anus,Time spent driving,0.050508846,4
Cancers,Primary_Malignancy_colorectal_and_anus,Days/week of walk 10+ mins,0.044879872,5
Cancers,Primary_Malignancy_colorectal_and_anus,Water intake,0.044580072,6
Cancers,Primary_Malignancy_colorectal_and_anus,Duration of walks,0.043651827,7
Cancers,Primary_Malignancy_colorectal_and_anus,Mobile hand: Right,0.043602135,8
Cancers,Primary_Malignancy_colorectal_and_anus,Sleep duration,0.04099543,9
Cancers,Primary_Malignancy_colorectal_and_anus,Hair colour: Dark brown,0.039437026,10
Cancers,Primary_Malignancy_colorectal_and_anus,Dried fruit intake,0.037656803,11
Cancers,Primary_Malignancy_colorectal_and_anus,Cooked vegetable intake,0.036400467,12
Cancers,Primary_Malignancy_colorectal_and_anus,Oily fish: <1/week,0.036057733,13
Cancers,Primary_Malignancy_colorectal_and_anus,Days/week of vigorous physical activity,0.035514183,14
Cancers,Primary_Malignancy_colorectal_and_anus,Daytime nap: Sometimes,0.03519435,15
Cancers,Primary_Malignancy_colorectal_and_anus,Age first had sexual intercourse,0.03435668,16
Cancers,Primary_Malignancy_colorectal_and_anus,Bread intake,0.034052283,17
Cancers,Primary_Malignancy_colorectal_and_anus,Non-oily fish: <1/week,0.03308699,18
Cancers,Primary_Malignancy_colorectal_and_anus,Time spent outdoors in summer,0.03294755,19
Cancers,Primary_Malignancy_colorectal_and_anus,Skin tanning: Get moderately tanned,0.031332113,20
Cancers,Primary_Malignancy_colorectal_and_anus,Alcohol vs 10yrs ago: Less now,0.030983666,21
Cancers,Primary_Malignancy_colorectal_and_anus,Non-oily fish: 1/week,0.030898266,22
Cancers,Primary_Malignancy_colorectal_and_anus,Days/week of moderate physical activity,0.030642703,23
Cancers,Primary_Malignancy_colorectal_and_anus,Pork: <1/week,0.030024387,24
Cancers,Primary_Malignancy_colorectal_and_anus,Cereal intake,0.029981712,25
Cardiovascular,Atrial_fibrillation,Days/week of moderate physical activity,0.26507017,1
Cardiovascular,Atrial_fibrillation,Smoking: Never,0.1654661,2
Cardiovascular,Atrial_fibrillation,Daytime nap: Never/rarely,0.1493844,3
Cardiovascular,Atrial_fibrillation,Time spent driving,0.13331163,4
Cardiovascular,Atrial_fibrillation,Lamb/mutton: <1/week,0.1219917,5
Cardiovascular,Atrial_fibrillation,Insomnia: Usually,0.11979155,6
Cardiovascular,Atrial_fibrillation,Water intake,0.118054815,7
Cardiovascular,Atrial_fibrillation,Mother: Heart disease,0.11644249,8
Cardiovascular,Atrial_fibrillation,Days/week of walk 10+ mins,0.11481094,9
Cardiovascular,Atrial_fibrillation,Cooked vegetable intake,0.111808404,10
Cardiovascular,Atrial_fibrillation,Ethnicity,0.10458877,11
Cardiovascular,Atrial_fibrillation,Time spent using computer,0.10018706,12
Cardiovascular,Atrial_fibrillation,Oily fish: <1/week,0.10001531,13
Cardiovascular,Atrial_fibrillation,Walking pace: Brisk,0.095550716,14
Cardiovascular,Atrial_fibrillation,Beef: <1/week,0.0889587,15
Cardiovascular,Atrial_fibrillation,Alcohol vs 10yrs ago: Less now,0.08559774,16
Cardiovascular,Atrial_fibrillation,Mobile hand: Right,0.08541095,17
Cardiovascular,Atrial_fibrillation,Tea intake,0.08457961,18
Cardiovascular,Atrial_fibrillation,Past smoking: Most/all days,0.08395259,19
Cardiovascular,Atrial_fibrillation,Skin tanning: Get very tanned,0.083151594,20
Cardiovascular,Atrial_fibrillation,Stair climbing: 6-10 times,0.07887495,21
Cardiovascular,Atrial_fibrillation,Bread intake,0.078065604,22
Cardiovascular,Atrial_fibrillation,Diet variation: Never/rarely,0.075743236,23
Cardiovascular,Atrial_fibrillation,Non-oily fish: <1/week,0.07378016,24
Cardiovascular,Atrial_fibrillation,Father: Heart disease,0.07300444,25
Cardiovascular,Ischaemic_stroke,Hot drink temp: Hot,0.12288557,1
Cardiovascular,Ischaemic_stroke,Days/week of walk 10+ mins,0.12014675,2
Cardiovascular,Ischaemic_stroke,Time spent outdoors in winter,0.11307467,3
Cardiovascular,Ischaemic_stroke,Walking pace: Brisk,0.10845014,4
Cardiovascular,Ischaemic_stroke,Diet change: No,0.10431828,5
Cardiovascular,Ischaemic_stroke,Bread intake,0.104139686,6
Cardiovascular,Ischaemic_stroke,Spread: Butter,0.10307675,7
Cardiovascular,Ischaemic_stroke,Sun protection: Most times,0.09752452,8
Cardiovascular,Ischaemic_stroke,Father: Heart disease,0.09348442,9
Cardiovascular,Ischaemic_stroke,Milk: Skimmed,0.0918588,10
Cardiovascular,Ischaemic_stroke,Age first had sexual intercourse,0.091332965,11
Cardiovascular,Ischaemic_stroke,Cereal intake,0.0874508,12
Cardiovascular,Ischaemic_stroke,Water intake,0.08461337,13
Cardiovascular,Ischaemic_stroke,Days/week of vigorous physical activity,0.08425635,14
Cardiovascular,Ischaemic_stroke,Alcohol vs 10yrs ago: Less now,0.08113654,15
Cardiovascular,Ischaemic_stroke,Mobile freq: 30-59 mins,0.0795658,16
Cardiovascular,Ischaemic_stroke,Cheese: 2-4/week,0.07909648,17
Cardiovascular,Ischaemic_stroke,Beef: 1/week,0.07794296,18
Cardiovascular,Ischaemic_stroke,Cereal: Bran flakes,0.07393644,19
Cardiovascular,Ischaemic_stroke,Mobile use: More than eight years,0.07272579,20
Cardiovascular,Ischaemic_stroke,Spread: Never,0.0726986,21
Cardiovascular,Ischaemic_stroke,Spread: Other margarine,0.07046963,22
Cardiovascular,Ischaemic_stroke,Snoring: No,0.06962554,23
Cardiovascular,Ischaemic_stroke,Alcohol vs 10yrs ago: About the same,0.06878091,24
Cardiovascular,Ischaemic_stroke,Cooked vegetable intake,0.06855487,25
Cardiovascular,Hypertension,Mother: High blood pressure,0.14429483,1
Cardiovascular,Hypertension,Father: High blood pressure,0.11779966,2
Cardiovascular,Hypertension,Walking pace: Brisk,0.10116215,3
Cardiovascular,Hypertension,Mother: Heart disease,0.06404305,4
Cardiovascular,Hypertension,Father: Heart disease,0.062298134,5
Cardiovascular,Hypertension,Diet change: No,0.060408734,6
Cardiovascular,Hypertension,Insomnia: Usually,0.059483565,7
Cardiovascular,Hypertension,Salt added: Never/rarely,0.056962904,8
Cardiovascular,Hypertension,Fresh fruit intake,0.056787916,9
Cardiovascular,Hypertension,Father: Stroke,0.053969704,10
Cardiovascular,Hypertension,Cheese: <1/week,0.047542535,11
Cardiovascular,Hypertension,Smoking: Previous,0.04550749,12
Cardiovascular,Hypertension,Cereal intake,0.043529008,13
Cardiovascular,Hypertension,Sleep duration,0.043414164,14
Cardiovascular,Hypertension,Days/week of vigorous physical activity,0.042701192,15
Cardiovascular,Hypertension,Days/week of moderate physical activity,0.042357147,16
Cardiovascular,Hypertension,Cereal: Muesli,0.04087958,17
Cardiovascular,Hypertension,Diet change: Yes (illness),0.040800635,18
Cardiovascular,Hypertension,Raw vegetable intake,0.040505335,19
Cardiovascular,Hypertension,Time spent outdoors in summer,0.040242855,20
Cardiovascular,Hypertension,Duration of walks,0.039953828,21
Cardiovascular,Hypertension,Hair colour: Dark brown,0.039817587,22
Cardiovascular,Hypertension,Oily fish: 2-4/week,0.038875315,23
Cardiovascular,Hypertension,Time spent watching TV,0.038557973,24
Cardiovascular,Hypertension,Salt added: Usually,0.036945507,25
Cardiovascular,Left_bundle_branch_block,Days/week of moderate physical activity,0.10512816,1
Cardiovascular,Left_bundle_branch_block,Alcohol vs 10yrs ago: About the same,0.08680679,2
Cardiovascular,Left_bundle_branch_block,Time spent watching TV,0.0831562,3
Cardiovascular,Left_bundle_branch_block,Time spent outdoors in summer,0.06999265,4
Cardiovascular,Left_bundle_branch_block,Walking pace: Brisk,0.0688559,5
Cardiovascular,Left_bundle_branch_block,Ever smoked: No,0.06461314,6
Cardiovascular,Left_bundle_branch_block,Walking pace: Steady/average,0.06374488,7
Cardiovascular,Left_bundle_branch_block,Smoking: Previous,0.0630137,8
Cardiovascular,Left_bundle_branch_block,Raw vegetable intake,0.061752178,9
Cardiovascular,Left_bundle_branch_block,Time spent using computer,0.060034294,10
Cardiovascular,Left_bundle_branch_block,Past smoking: Never,0.05960119,11
Cardiovascular,Left_bundle_branch_block,Ever smoked: Yes,0.058195278,12
Cardiovascular,Left_bundle_branch_block,Cereal intake,0.056085043,13
Cardiovascular,Left_bundle_branch_block,Duration of walks,0.055636294,14
Cardiovascular,Left_bundle_branch_block,Get up: Very easy,0.053595364,15
Cardiovascular,Left_bundle_branch_block,Bread: Wholemeal,0.052918885,16
Cardiovascular,Left_bundle_branch_block,Sleep duration,0.050218005,17
Cardiovascular,Left_bundle_branch_block,Fresh fruit intake,0.049792666,18
Cardiovascular,Left_bundle_branch_block,Cooked vegetable intake,0.04942723,19
Cardiovascular,Left_bundle_branch_block,Chronotype: More evening,0.048642017,20
Cardiovascular,Left_bundle_branch_block,Stair climbing: 1-5 times,0.04780181,21
Cardiovascular,Left_bundle_branch_block,Daytime nap: Never/rarely,0.04699335,22
Cardiovascular,Left_bundle_branch_block,Spread: Other margarine,0.045643833,23
Cardiovascular,Left_bundle_branch_block,Get up: Fairly easy,0.044880927,24
Cardiovascular,Left_bundle_branch_block,Alcohol: 3-4/week,0.044192445,25
Cardiovascular,Multiple_valve_dz,Time spent outdoors in summer,0.1490056,1
Cardiovascular,Multiple_valve_dz,Tea intake,0.10917471,2
Cardiovascular,Multiple_valve_dz,Days/week of moderate physical activity,0.09306538,3
Cardiovascular,Multiple_valve_dz,Days/week of walk 10+ mins,0.08603248,4
Cardiovascular,Multiple_valve_dz,Time spent using computer,0.08494829,5
Cardiovascular,Multiple_valve_dz,Hands-free use: Never or almost never,0.08179652,6
Cardiovascular,Multiple_valve_dz,Water intake,0.08137747,7
Cardiovascular,Multiple_valve_dz,Time spent driving,0.07440299,8
Cardiovascular,Multiple_valve_dz,Stair climbing: 6-10 times,0.06729549,9
Cardiovascular,Multiple_valve_dz,Smoking: Never,0.06453907,10
Cardiovascular,Multiple_valve_dz,Sleep duration,0.06394595,11
Cardiovascular,Multiple_valve_dz,Alcohol vs 10yrs ago: About the same,0.061216608,12
Cardiovascular,Multiple_valve_dz,Mobile use: More than eight years,0.06012731,13
Cardiovascular,Multiple_valve_dz,Spread: Butter,0.05970455,14
Cardiovascular,Multiple_valve_dz,Time spent watching TV,0.058708124,15
Cardiovascular,Multiple_valve_dz,Walking pace: Brisk,0.05711072,16
Cardiovascular,Multiple_valve_dz,Lamb/mutton: <1/week,0.05677914,17
Cardiovascular,Multiple_valve_dz,Diet change: No,0.055631433,18
Cardiovascular,Multiple_valve_dz,Mother: High blood pressure,0.0545552,19
Cardiovascular,Multiple_valve_dz,Father: High blood pressure,0.05335715,20
Cardiovascular,Multiple_valve_dz,Cereal: Muesli,0.053273074,21
Cardiovascular,Multiple_valve_dz,Sun protection: Most times,0.052468013,22
Cardiovascular,Multiple_valve_dz,Cereal intake,0.050501257,23
Cardiovascular,Multiple_valve_dz,Mobile use vs 2yrs: More now,0.050408028,24
Cardiovascular,Multiple_valve_dz,Ever smoked: No,0.05034231,25
Cardiovascular,Myocardial_infarction,Time spent outdoors in summer,0.073306374,1
Cardiovascular,Myocardial_infarction,Tea intake,0.06687104,2
Cardiovascular,Myocardial_infarction,Alcohol vs 10yrs ago: Less now,0.06652821,3
Cardiovascular,Myocardial_infarction,Ever smoked: No,0.061991006,4
Cardiovascular,Myocardial_infarction,Time spent using computer,0.059702937,5
Cardiovascular,Myocardial_infarction,Age first had sexual intercourse,0.058037844,6
Cardiovascular,Myocardial_infarction,Time spent watching TV,0.056832604,7
Cardiovascular,Myocardial_infarction,Beef: <1/week,0.055081245,8
Cardiovascular,Myocardial_infarction,Mobile use: More than eight years,0.049915563,9
Cardiovascular,Myocardial_infarction,Bread: Wholemeal,0.049849484,10
Cardiovascular,Myocardial_infarction,Cereal intake,0.047849905,11
Cardiovascular,Myocardial_infarction,Days/week of vigorous physical activity,0.0470247,12
Cardiovascular,Myocardial_infarction,Past smoking: Never,0.046420757,13
Cardiovascular,Myocardial_infarction,Water intake,0.04632557,14
Cardiovascular,Myocardial_infarction,Days/week of moderate physical activity,0.046085108,15
Cardiovascular,Myocardial_infarction,Hair colour: Dark brown,0.04578061,16
Cardiovascular,Myocardial_infarction,Time spent outdoors in winter,0.044638816,17
Cardiovascular,Myocardial_infarction,Poultry: 2-4/week,0.044415794,18
Cardiovascular,Myocardial_infarction,Snoring: Yes,0.044252377,19
Cardiovascular,Myocardial_infarction,Days/week of walk 10+ mins,0.04406789,20
Cardiovascular,Myocardial_infarction,Walking pace: Brisk,0.043962505,21
Cardiovascular,Myocardial_infarction,Smoking: Previous,0.042601813,22
Cardiovascular,Myocardial_infarction,Skin tanning: Get moderately tanned,0.04247846,23
Cardiovascular,Myocardial_infarction,Mobile use vs 2yrs: No,0.041772235,24
Cardiovascular,Myocardial_infarction,Hot drink temp: Hot,0.040850453,25
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Coffee intake,0.073646136,1
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Time spent outdoors in summer,0.07094751,2
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Bread intake,0.068506524,3
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Cereal intake,0.06151654,4
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Days/week of moderate physical activity,0.059892032,5
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Time spent watching TV,0.051787913,6
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Walking pace: Brisk,0.043999605,7
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Insomnia: Sometimes,0.04016413,8
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Duration of walks,0.03777491,9
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Sun protection: Most times,0.037468906,10
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Time spent outdoors in winter,0.036208194,11
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Processed meat: <1/week,0.034863405,12
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Pork: Never,0.034617376,13
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Raw vegetable intake,0.03336412,14
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Ever smoked: No,0.031138169,15
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Days/week of walk 10+ mins,0.031025339,16
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Age first had sexual intercourse,0.030445905,17
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Water intake,0.030173505,18
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Smoking: Previous,0.030023953,19
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Days/week of vigorous physical activity,0.02862407,20
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Diet variation: Sometimes,0.027990658,21
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Oily fish: <1/week,0.027879043,22
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Sleep duration,0.02785859,23
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Snoring: Yes,0.027222933,24
Cardiovascular,Nonrheumatic_aortic_valve_disorders,Mobile use: Five to eight years,0.02663719,25
Cardiovascular,Nonrheumatic_mitral_valve_disorders,Days/week of moderate physical activity,0.18716136,1
Cardiovascular,Nonrheumatic_mitral_valve_disorders,Sun protection: Sometimes,0.11885512,2
Cardiovascular,Nonrheumatic_mitral_valve_disorders,Sleep duration,0.11623482,3
Cardiovascular,Nonrheumatic_mitral_valve_disorders,Mobile hand: Left,0.10996759,4
Cardiovascular,Nonrheumatic_mitral_valve_disorders,Walking pace: Brisk,0.106268845,5
Cardiovascular,Nonrheumatic_mitral_valve_disorders,Days/week of walk 10+ mins,0.10527332,6
Cardiovascular,Nonrheumatic_mitral_valve_disorders,Mobile use: More than eight years,0.10198658,7
Cardiovascular,Nonrheumatic_mitral_valve_disorders,Tea intake,0.09788928,8
