Source,Target,Conn
HNRNPD,TLN1,0.35
HNRNPD,TLN2,0.35
HNRNPD,TNFRSF1A,0.35
HNRNPD,TUBB3,0.35
HNRNPD,UAP1,0.35
HNRNPD,UBE2I,0.44
HNRNPD,USP11,0.35
HNRNPD,USP24,0.35
HNRNPD,WDR24,0.35
HNRNPD,YBX1,0.53
HNRNPD,YLPM1,0.35
HNRNPD,YWHAH,0.44
HNRNPD,ZFR,0.35
HNRNPD,ZNF286A,0.35
HNRNPD,ZNF346,0.35
HNRNPD,G3V3Y1,0.35
HNRNPDL,CDKN2AIP,0.35
HNRNPDL,ERAL1,0.4
HNRNPDL,HNRNPA1L2,0.4
HNRNPDL,HNRNPAB,0.4
HNRNPDL,HNRNPD,0.56
HNRNPDL,LARP1,0.35
HNRNPDL,LZTFL1,0.35
HNRNPDL,MALSU1,0.35
HNRNPDL,MCAT,0.35
HNRNPDL,MRPL19,0.35
HNRNPDL,MRPS35,0.35
HNRNPDL,MTERF3,0.35
HNRNPDL,NGRN,0.35
HNRNPDL,PABPC4,0.35
HNRNPDL,PAIP1,0.35
HNRNPDL,RALY,0.4
HNRNPDL,SF1,0.37
HNRNPDL,SNRPC,0.829311630365
HNRNPDL,TARDBP,0.56
HNRNPDL,WFS1,0.56
HNRNPDL,YARS2,0.35
HNRNPF,ACOX1,0.35
HNRNPF,AKIRIN2,0.806798434085
HNRNPF,APOBEC1,0.806798434085
HNRNPF,ATN1,0.833314779801
HNRNPF,ATP23,0.806798434085
HNRNPF,BBS2,0.776068584359
HNRNPF,C10ORF55,0.804493084533
HNRNPF,C1QBP,0.4
HNRNPF,C1ORF94,0.872804733346
HNRNPF,CDKN2AIP,0.35
HNRNPF,CPSF7,0.865126752752
HNRNPF,DPP9,0.35
HNRNPF,DZIP3,0.852984747953
HNRNPF,EIF4ENIF1,0.56
HNRNPF,FAM86C1P,0.806798434085
HNRNPF,HNRNPA0,0.37
HNRNPF,HNRNPH1,0.83067114558
HNRNPF,HNRNPM,0.859381577499
HNRNPF,HNRNPUL1,0.74
HNRNPF,HSFY2,0.56
HNRNPF,IKZF3,0.56
HNRNPF,INCA1,0.785312320521
HNRNPF,IQCE,0.777271898944
HNRNPF,KAT5,0.56
HNRNPF,KLF1,0.891740690397
HNRNPF,KLF15,0.793602960132
HNRNPF,KPRP,0.805233424268
HNRNPF,KRT75,0.877608831828
HNRNPF,KRTAP7-1,0.669755604747
HNRNPF,LASP1,0.828995957861
HNRNPF,LNX1,0.811953743845
HNRNPF,MRPL17,0.793677413749
HNRNPF,MSI1,0.808618434
HNRNPF,NDRG1,0.4
HNRNPF,NFKBID,0.677917809016
HNRNPF,NUDT16L1,0.732196566792
HNRNPF,PATZ1,0.861706198807
HNRNPF,PDLIM7,0.899539188022
HNRNPF,PLS3,0.35
HNRNPF,PPIA,0.56
HNRNPF,PRKCA,0.56
HNRNPF,PROP1,0.791139521122
HNRNPF,PRR32,0.868299161195
HNRNPF,PRR34,0.806798434085
HNRNPF,RBFOX1,-2.0
HNRNPF,RBFOX2,0.891167257287
HNRNPF,RBM4,0.37
HNRNPF,REL,0.879559061396
HNRNPF,RUSC1,0.828473759102
HNRNPF,SETDB1,0.56
HNRNPF,SF1,0.37
HNRNPF,SLAIN1,0.793677413749
HNRNPF,SMN2,0.35
HNRNPF,SMUG1,0.793504994539
HNRNPF,SORBS3,0.883034555058
HNRNPF,SPATA8,0.719536197619
HNRNPF,SUPT5H,0.35
HNRNPF,TENT5B,0.791750683413
HNRNPF,TFG,0.56
HNRNPF,TGM2,0.37
HNRNPF,TGM7,0.803767893315
HNRNPF,TLE5,0.906028449011
HNRNPF,TOB1,0.35
HNRNPF,TOE1,0.37
HNRNPF,TRIB3,0.821003574591
HNRNPF,TRIM14,0.894770424821
HNRNPF,UNKL,0.806798434085
HNRNPF,USP54,0.906041530321
HNRNPF,VGLL1,0.793677413749
HNRNPF,VPS37C,0.803958378239
HNRNPF,YWHAG,0.56
HNRNPF,ZBTB32,0.793677413749
HNRNPF,ZCCHC8,0.35
HNRNPF,ZNF581,0.793677413749
HNRNPF,ZNF764,0.793677413749
HNRNPH1,ACAD11,0.35
HNRNPH1,AKAP8,0.35
HNRNPH1,ARHGEF16,0.56
HNRNPH1,ARMC8,0.35
HNRNPH1,BCKDK,0.35
HNRNPH1,BIRC2,0.35
HNRNPH1,CATSPER1,0.56
HNRNPH1,CCDC120,0.56
HNRNPH1,CELF1,0.4
HNRNPH1,CNOT1,0.35
HNRNPH1,COLGALT1,0.35
HNRNPH1,COPRS,0.64
HNRNPH1,DDX17,0.841023294118
HNRNPH1,DDX5,0.55
HNRNPH1,DHX30,0.35
HNRNPH1,DHX36,0.35
HNRNPH1,DHX9,0.35
HNRNPH1,DPY30,0.35
HNRNPH1,DZIP3,0.817030273749
HNRNPH1,EIF3A,0.35
HNRNPH1,ELAVL1,0.35
HNRNPH1,ENKD1,0.56
HNRNPH1,EPC1,0.35
HNRNPH1,FAM120A,0.35
HNRNPH1,FAM120C,0.35
HNRNPH1,GEMIN5,0.35
HNRNPH1,GID8,0.35
HNRNPH1,GLRX3,0.35
HNRNPH1,GLUL,0.35
HNRNPH1,GPS2,0.56
HNRNPH1,HMG20A,0.35
HNRNPH1,HNRNPA0,0.35
HNRNPH1,HNRNPA1,0.71
HNRNPH1,HNRNPA2B1,0.35
HNRNPH1,HNRNPA3,0.35
HNRNPH1,HNRNPC,0.35
HNRNPH1,HNRNPD,0.35
HNRNPH1,HNRNPDL,0.35
HNRNPH1,HNRNPF,0.67
HNRNPH1,HNRNPH1,0.855101448298
HNRNPH1,HNRNPH2,0.35
HNRNPH1,HNRNPH3,0.55
HNRNPH1,HNRNPK,0.35
HNRNPH1,HNRNPM,0.853838477392
HNRNPH1,HNRNPR,0.35
HNRNPH1,HNRNPU,0.35
HNRNPH1,HNRNPUL1,0.35
HNRNPH1,HNRNPUL2,0.35
HNRNPH1,HTRA2,0.53
HNRNPH1,IGF2BP2,0.35
HNRNPH1,IGF2BP3,0.35
HNRNPH1,ILF2,0.35
HNRNPH1,ILF3,0.35
HNRNPH1,KRTAP13-2,0.800395206023
HNRNPH1,LMO3,0.56
HNRNPH1,LNX1,0.875615371058
HNRNPH1,LONP1,0.35
HNRNPH1,MAGED1,0.873150822679
HNRNPH1,MBNL1,0.5
HNRNPH1,MRPL53,0.67
HNRNPH1,MRPS7,0.35
HNRNPH1,MRPS9,0.35
HNRNPH1,MSI2,0.850424734865
HNRNPH1,MYPOP,0.56
HNRNPH1,NCBP1,0.53
HNRNPH1,NDRG1,0.4
HNRNPH1,NFKBID,0.653549763188
HNRNPH1,NKRF,0.35
HNRNPH1,NONO,0.35
HNRNPH1,NUDT16L1,0.67
HNRNPH1,OXER1,0.802373496722
HNRNPH1,PATZ1,0.910331396208
HNRNPH1,PEX5,0.842564289282
HNRNPH1,PHF14,0.35
HNRNPH1,PLBD2,0.35
HNRNPH1,PLOD1,0.64
HNRNPH1,PLOD2,0.35
HNRNPH1,PLOD3,0.53
HNRNPH1,POLR1B,0.35
HNRNPH1,POLR1C,0.6
HNRNPH1,PRMT1,0.35
HNRNPH1,PRMT5,0.35
HNRNPH1,PYCR1,0.35
HNRNPH1,PYCR2,0.35
HNRNPH1,RAMAC,0.56
HNRNPH1,RANBP9,0.35
HNRNPH1,RBFOX2,0.901721697188
HNRNPH1,RBM38,0.867883912502
HNRNPH1,RBM7,0.35
HNRNPH1,RNF4,0.697250473678
HNRNPH1,RPL14,0.35
HNRNPH1,RPL38,0.35
HNRNPH1,RPLP1,0.35
HNRNPH1,RPS27,0.35
HNRNPH1,RPS4X,0.35
HNRNPH1,SACS,0.35
HNRNPH1,SAXO4,0.56
HNRNPH1,SETX,0.35
HNRNPH1,SF1,0.37
HNRNPH1,SF3B4,0.37
HNRNPH1,SFPQ,0.35
HNRNPH1,SPG21,0.56
HNRNPH1,STAU1,0.35
HNRNPH1,STRBP,0.35
HNRNPH1,SYNCRIP,0.35
HNRNPH1,TANK,0.35
HNRNPH1,TARDBP,0.67
HNRNPH1,TEKT3,0.56
HNRNPH1,TEKT4,0.56
HNRNPH1,TENT2,0.35
HNRNPH1,TNPO1,0.35
HNRNPH1,TOB1,0.35
HNRNPH1,TRA2B,0.35
HNRNPH1,TRAF2,0.35
HNRNPH1,TRIM27,0.35
HNRNPH1,UBE2I,0.56
HNRNPH1,UPF1,0.35
HNRNPH1,USP9X,0.35
HNRNPH1,VWA8,0.35
HNRNPH1,WDR26,0.35
HNRNPH1,WDR77,0.35
HNRNPH1,XRN2,0.35
HNRNPH1,YLPM1,0.35
HNRNPH1,ZCCHC8,0.35
HNRNPH1,ZFR,0.35
HNRNPH1,ZNF326,0.35
HNRNPH2,APOBEC3B,0.35
HNRNPH2,ARFGEF2,0.35
HNRNPH2,CCNK,0.82310773682
HNRNPH2,COPRS,0.53
HNRNPH2,DDX1,0.35
HNRNPH2,EPC2,0.35
HNRNPH2,FAM120A,0.35
HNRNPH2,FAM83H,0.35
HNRNPH2,FASTK,0.35
HNRNPH2,FXR1,0.37
HNRNPH2,HNRNPA0,0.55
HNRNPH2,HNRNPA2B1,0.35
HNRNPH2,HNRNPA3,0.35
HNRNPH2,HNRNPD,0.35
HNRNPH2,HNRNPF,0.53
HNRNPH2,HNRNPH2,0.37
HNRNPH2,HNRNPH3,0.35
HNRNPH2,HNRNPK,0.35
HNRNPH2,HNRNPM,0.35
HNRNPH2,HNRNPUL1,0.37
HNRNPH2,HNRNPUL2,0.35
HNRNPH2,HSF2BP,0.928925563115
HNRNPH2,HSPB1,0.37
HNRNPH2,KCTD10,0.35
HNRNPH2,LYST,0.35
HNRNPH2,MAK16,0.35
HNRNPH2,MOV10,0.35
HNRNPH2,MSI1,0.880193856367
HNRNPH2,MSI2,0.872366506657
HNRNPH2,NUDT16L1,0.53
HNRNPH2,PKN3,0.35
HNRNPH2,PLOD1,0.72
HNRNPH2,PLOD2,0.53
HNRNPH2,PLOD3,0.53
HNRNPH2,PLS3,0.46
HNRNPH2,PQBP1,0.37
HNRNPH2,PRCP,0.35
HNRNPH2,PRMT6,0.37
HNRNPH2,PYCR1,0.35
HNRNPH2,QKI,0.37
HNRNPH2,QSER1,0.35
HNRNPH2,RACK1,0.37
HNRNPH2,RBFOX2,0.37
HNRNPH2,RBM12B,0.35
HNRNPH2,RBM39,0.37
HNRNPH2,RBMX,0.35
HNRNPH2,RUSC1,0.35
HNRNPH2,SF1,0.37
HNRNPH2,SMN2,0.46
HNRNPH2,SNRPC,0.37
HNRNPH2,SYNCRIP,0.35
HNRNPH2,TARDBP,0.35
HNRNPH2,TEKT1,0.910167844417
HNRNPH2,TLE5,0.49
HNRNPH2,TNK1,0.35
HNRNPH2,TOB1,0.35
HNRNPH2,ZSWIM6,0.35
HNRNPH3,ADORA2A,0.37
HNRNPH3,APOL2,0.4
HNRNPH3,CHERP,0.37
HNRNPH3,HNRNPA0,0.37
HNRNPH3,HNRNPF,0.37
HNRNPH3,HNRNPH3,0.37
HNRNPH3,HSPA5,0.4
HNRNPH3,PCNA,0.37
HNRNPH3,TOB1,0.35
HNRNPH3,ZMYM2,0.4
HNRNPK,ABI1,0.890401175748
HNRNPK,ABI2,0.929119759758
HNRNPK,ADRB2,0.51
HNRNPK,ANKRD28,0.37
HNRNPK,APOBEC3C,0.794705472
HNRNPK,AQP5,0.56
HNRNPK,ARL6IP5,0.4
HNRNPK,ATP5IF1,0.4
HNRNPK,ATXN10,0.56
HNRNPK,AURKA,0.52
HNRNPK,CARM1,0.4
HNRNPK,CASP2,0.35
HNRNPK,CIRBP,0.8
HNRNPK,CMTM5,0.37
HNRNPK,CNNM3,0.56
HNRNPK,CTNNBL1,0.37
HNRNPK,DALRD3,0.56
HNRNPK,DBH,0.56
HNRNPK,DDX5,0.37
HNRNPK,DDX56,0.4
HNRNPK,DHX9,0.55
HNRNPK,DIDO1,0.37
HNRNPK,DOCK2,0.56
HNRNPK,ETNK2,0.56
HNRNPK,FBXL18,0.56
HNRNPK,FNBP1L,0.35
HNRNPK,FOXD4L1,0.925586728625
HNRNPK,FOXD4L3,0.56
HNRNPK,GFAP,0.56
HNRNPK,GRAP2,0.55
HNRNPK,GRB2,0.85
HNRNPK,H2AC8,0.4
HNRNPK,H2BC21,0.4
HNRNPK,H2BC5,0.4
HNRNPK,H2BC9,0.4
HNRNPK,HNRNPD,0.55
HNRNPK,HNRNPK,0.920604705605
HNRNPK,HNRNPL,0.65
HNRNPK,HNRNPLL,0.72
HNRNPK,HNRNPU,0.4
HNRNPK,IRGC,0.56
HNRNPK,JPH3,0.56
HNRNPK,KCTD8,0.867685805701
HNRNPK,KHDRBS2,0.876572307237
HNRNPK,KHDRBS3,0.891369271668
HNRNPK,KLF1,0.90459497447
HNRNPK,KLHL23,0.35
HNRNPK,MARK4,0.56
HNRNPK,MATR3,0.874609887885
HNRNPK,MDM2,0.59
HNRNPK,MGC50722,0.56
HNRNPK,MISP,0.56
HNRNPK,MRPL9,0.56
HNRNPK,MYPOP,0.56
HNRNPK,NCK2,0.37
HNRNPK,NDUFV2,0.56
HNRNPK,NOTO,0.794705472
HNRNPK,NPDC1,0.56
HNRNPK,PABPC1,0.37
HNRNPK,PCDHB14,0.56
HNRNPK,PELI2,0.37
HNRNPK,PEX39,0.67
HNRNPK,PGAP6,0.56
HNRNPK,PLCG1,0.35
HNRNPK,POLR2A,0.4
HNRNPK,PRMT1,0.6
HNRNPK,PRMT2,0.4
HNRNPK,PRMT3,0.4
HNRNPK,PRPF31,0.79
HNRNPK,PRR3,0.74
HNRNPK,QKI,0.904590193191
HNRNPK,RAMAC,0.56
HNRNPK,RASAL3,0.898172346282
HNRNPK,RASD1,0.56
HNRNPK,RBM3,0.67
HNRNPK,RBM4,0.37
HNRNPK,RBM41,0.37
HNRNPK,RBM42,0.75
HNRNPK,RBM7,0.55
HNRNPK,RBMX,0.8
HNRNPK,RBMY1A1,0.904590193191
HNRNPK,RBMY1J,0.914337495792
HNRNPK,RBPMS2,0.916507643312
HNRNPK,RNF4,0.65021742645
HNRNPK,RPH3AL,0.56
HNRNPK,RTP5,0.56
HNRNPK,SENP2,0.4
HNRNPK,SF1,0.37
HNRNPK,SHANK3,0.37
HNRNPK,SMAD3,0.37
HNRNPK,SNRPA,0.884181646761
HNRNPK,SNX33,0.35
HNRNPK,SORBS3,0.909736574616
HNRNPK,SPG7,0.56
HNRNPK,SRC,0.59
HNRNPK,SRRT,0.37
HNRNPK,SRSF3,0.910648294874
HNRNPK,SYNCRIP,0.37
HNRNPK,TARDBP,0.56
HNRNPK,TCF23,0.739459133267
HNRNPK,TERF2IP,0.51
HNRNPK,TLE5,0.918472004066
HNRNPK,TOB1,0.35
HNRNPK,TP53,0.59
HNRNPK,U2AF1,0.67
HNRNPK,UBE2I,0.643757475922
HNRNPK,WBP4,0.4
HNRNPK,XPNPEP3,0.35
HNRNPK,YTHDC1,0.67
HNRNPK,ZFC3H1,0.56
HNRNPK,ZNF385C,0.67
HNRNPK,ZNF408,0.902423298588
HNRNPK,ZNF526,0.905184638421
HNRNPK,ZNF575,0.925586728625
HNRNPK,ZNF792,0.56
HNRNPK,ZNF827,0.35
HNRNPK,Q8N9J2,0.56
HNRNPL,ADAR,0.35
HNRNPL,ARGLU1,0.35
HNRNPL,CCAR2,0.35
HNRNPL,CHERP,0.35
HNRNPL,CWF19L2,0.35
HNRNPL,DAP3,0.35
HNRNPL,DDX17,0.35
HNRNPL,DDX5,0.35
HNRNPL,DHX9,0.35
HNRNPL,EIF4A3,0.35
HNRNPL,ELAVL1,0.35
HNRNPL,FAM120A,0.53
HNRNPL,HNRNPA0,0.35
HNRNPL,HNRNPA1,0.61
HNRNPL,HNRNPA2B1,0.63
HNRNPL,HNRNPA3,0.35
HNRNPL,HNRNPAB,0.35
HNRNPL,HNRNPC,0.53
HNRNPL,HNRNPD,0.35
HNRNPL,HNRNPDL,0.35
HNRNPL,HNRNPK,0.65
HNRNPL,HNRNPLL,0.35
HNRNPL,HNRNPR,0.35
HNRNPL,HNRNPU,0.53
HNRNPL,HNRNPUL2,0.53
HNRNPL,IGF2BP1,0.35
HNRNPL,IGF2BP2,0.35
HNRNPL,IGF2BP3,0.35
HNRNPL,ILF2,0.35
HNRNPL,ILF3,0.53
HNRNPL,KHDRBS1,0.35
HNRNPL,LENG8,0.35
HNRNPL,LRPPRC,0.35
HNRNPL,MATR3,0.53
HNRNPL,MRPL1,0.35
HNRNPL,MRPL41,0.35
HNRNPL,MRPS10,0.35
HNRNPL,MRPS17,0.35
HNRNPL,MRPS23,0.35
HNRNPL,MRPS28,0.35
HNRNPL,MRPS30,0.35
HNRNPL,MRPS31,0.35
HNRNPL,MRPS34,0.35
HNRNPL,MRPS35,0.35
HNRNPL,MTREX,0.35
HNRNPL,PABPN1,0.35
HNRNPL,PTBP1,0.35
HNRNPL,PTCD3,0.35
HNRNPL,QKI,0.48
HNRNPL,RALY,0.35
HNRNPL,RBM17,0.35
HNRNPL,RBMX,0.35
HNRNPL,RBMX2,0.35
HNRNPL,RSRC1,0.35
HNRNPL,SETD2,0.35
HNRNPL,SRRT,0.35
HNRNPL,SRSF6,0.35
HNRNPL,SSRP1,0.35
HNRNPL,STRBP,0.35
HNRNPL,SUB1,0.35
HNRNPL,SUPT16H,0.35
HNRNPL,SYNCRIP,0.35
HNRNPL,TAF15,0.48
HNRNPL,TARDBP,0.35
HNRNPL,TRA2B,0.35
HNRNPL,U2SURP,0.35
HNRNPL,UPF1,0.35
HNRNPL,VHL,0.4
HNRNPL,WDR82,0.35
HNRNPL,ZC3H4,0.35
HNRNPL,ZCCHC8,0.35
HNRNPL,ZFR,0.35
HNRNPL,ZNF143,1.0
HNRNPL,ZNF326,0.35
HNRNPLL,ANGEL2,0.35
HNRNPLL,ATXN1,0.37
HNRNPLL,BOLL,0.67
HNRNPLL,CCAR2,0.35
HNRNPLL,DAB1,0.56
HNRNPLL,DNM2,0.56
HNRNPLL,ESRP2,0.35
HNRNPLL,HDAC3,0.35
HNRNPLL,HELZ,0.35
HNRNPLL,HNRNPK,0.869864222713
HNRNPLL,HNRNPLL,0.37
HNRNPLL,JMJD4,0.35
HNRNPLL,MBNL2,0.35
HNRNPLL,MCM9,0.35
HNRNPLL,MDFI,0.67
HNRNPLL,N4BP2L2,0.35
HNRNPLL,NCOR1,0.35
HNRNPLL,NSUN5,0.35
HNRNPLL,PAF1,0.35
HNRNPLL,PDIA6,0.35
HNRNPLL,PHYHD1,0.35
HNRNPLL,PJA1,0.35
HNRNPLL,PMP22,0.56
HNRNPLL,PPHLN1,0.35
HNRNPLL,PSEN2,0.56
HNRNPLL,QKI,0.67
HNRNPLL,RAVER1,0.35
HNRNPLL,RAVER2,0.35
HNRNPLL,RHOXF2,0.56
HNRNPLL,RNF40,0.35
HNRNPLL,SAMD11,0.35
HNRNPLL,SETD2,0.35
HNRNPLL,SMN2,0.56
HNRNPLL,TASOR,0.35
HNRNPLL,TASOR2,0.35
HNRNPLL,TBX3,0.35
HNRNPLL,THAP1,0.56
HNRNPLL,UBR5,0.35
HNRNPLL,UCHL1,0.56
HNRNPLL,WDR33,0.35
HNRNPLL,ZFHX4,0.35
HNRNPM,AKAP9,0.56
HNRNPM,CDC5L,0.63
HNRNPM,FXR1,0.37
HNRNPM,FXR2,0.37
HNRNPM,GMCL2,0.56
HNRNPM,HNRNPF,0.72
HNRNPM,LENG8,0.56
HNRNPM,LMO2,0.67
HNRNPM,LMO3,0.37
HNRNPM,MAGEA6,0.888953308187
HNRNPM,MAP3K14,0.56
HNRNPM,NFKB2,0.4
HNRNPM,RBM4B,0.37
HNRNPM,SMARCB1,0.37
HNRNPM,STAT3,0.37
HNRNPM,TEKT4,0.56
HNRNPM,TRAF1,0.865648772809
HNRNPM,TSC1,0.37
HNRNPM,TSGA10,0.56
HNRNPM,ZNF207,0.37
HNRNPR,ANKRD28,0.37
HNRNPR,CRK,0.4
HNRNPR,FXR2,0.37
HNRNPR,HNRNPU,0.53
HNRNPR,KHDRBS2,0.56
HNRNPR,MRPS31,0.35
HNRNPR,MRPS33,0.35
HNRNPR,MRPS5,0.35
HNRNPR,NCK1,0.4
HNRNPR,PCDHB14,0.56
HNRNPR,PRMT1,0.74
HNRNPR,RASD1,0.56
HNRNPR,RPS19,0.4
HNRNPR,SF3A2,0.4
HNRNPR,SNRNP70,0.35
HNRNPR,SRSF3,0.35
HNRNPR,TARDBP,0.56
HNRNPR,ZFR,0.35
HNRNPU,AATF,0.35
HNRNPU,ALYREF,0.35
HNRNPU,APOBEC3F,0.35
HNRNPU,AVEN,0.35
HNRNPU,BAZ1B,0.35
HNRNPU,BCCIP,0.35
HNRNPU,BRIX1,0.56
HNRNPU,C12ORF43,0.35
HNRNPU,C18ORF21,0.35
HNRNPU,C19ORF53,0.35
HNRNPU,CACNA2D1,0.35
HNRNPU,CBX8,0.35
HNRNPU,CCDC137,0.35
HNRNPU,CCDC86,0.35
HNRNPU,CDCA4,0.35
HNRNPU,CEBPZ,0.35
HNRNPU,CENPV,0.35
HNRNPU,CHD1,0.35
HNRNPU,CLTCL1,0.35
HNRNPU,DAP3,0.53
HNRNPU,DDX18,0.35
HNRNPU,DDX21,0.61
HNRNPU,DDX24,0.35
HNRNPU,DDX27,0.35
HNRNPU,DDX31,0.35
HNRNPU,DDX47,0.35
HNRNPU,DDX5,0.35
HNRNPU,DDX50,0.35
HNRNPU,DDX54,0.35
HNRNPU,DHX29,0.35
HNRNPU,DHX30,0.35
HNRNPU,DHX33,0.35
HNRNPU,DHX36,0.35
HNRNPU,DHX9,0.64
HNRNPU,DIMT1,0.35
HNRNPU,EBNA1BP2,0.35
HNRNPU,EEFSEC,0.35
HNRNPU,EIF2B1,0.35
HNRNPU,EIF2B4,0.35
HNRNPU,ELAVL1,0.35
HNRNPU,EME1,0.35
HNRNPU,ERCC6,0.35
HNRNPU,ESF1,0.35
HNRNPU,ESPL1,0.35
HNRNPU,EXOSC10,0.35
HNRNPU,FAM120A,0.35
HNRNPU,FAM120C,0.35
HNRNPU,FBL,0.35
HNRNPU,FBXL6,0.35
HNRNPU,FCF1,0.35
HNRNPU,FOCAD,0.35
HNRNPU,FTSJ3,0.35
HNRNPU,GLYR1,0.35
HNRNPU,GNL2,0.35
HNRNPU,GNL3,0.35
HNRNPU,GNL3L,0.35
HNRNPU,GTPBP2,0.35
HNRNPU,GTPBP4,0.35
HNRNPU,H1-10,0.35
HNRNPU,H1-5,0.35
HNRNPU,H2BC13,0.35
HNRNPU,H2BC21,0.4
HNRNPU,H3-4,0.4
HNRNPU,HERC5,0.35
HNRNPU,HNRNPA0,0.53
HNRNPU,HNRNPA1,0.35
HNRNPU,HNRNPA2B1,0.53
HNRNPU,HNRNPAB,0.35
HNRNPU,HNRNPC,0.35
HNRNPU,HNRNPD,0.75
HNRNPU,HNRNPDL,0.53
HNRNPU,HNRNPH3,0.37
HNRNPU,HNRNPL,0.53
HNRNPU,HNRNPR,0.53
HNRNPU,HP1BP3,0.35
HNRNPU,HSD17B4,0.35
HNRNPU,IFI16,0.35
HNRNPU,IGF2BP1,0.68
HNRNPU,IGF2BP3,0.35
HNRNPU,IGHMBP2,0.35
HNRNPU,ILF2,0.35
HNRNPU,ILF3,0.53
HNRNPU,KPNA1,0.35
HNRNPU,KPNA2,0.53
HNRNPU,KPNA3,0.35
HNRNPU,KPNB1,0.53
HNRNPU,KRI1,0.35
HNRNPU,KRR1,0.35
HNRNPU,LARP1,0.35
HNRNPU,LTV1,0.53
HNRNPU,LYAR,0.35
HNRNPU,MCAT,0.53
HNRNPU,MEPCE,0.35
HNRNPU,METAP1,0.35
HNRNPU,MOV10,0.35
HNRNPU,MRPL1,0.35
HNRNPU,MRPL15,0.35
HNRNPU,MRPL17,0.35
HNRNPU,MRPL24,0.35
HNRNPU,MRPL27,0.35
HNRNPU,MRPL3,0.35
HNRNPU,MRPL32,0.35
HNRNPU,MRPL38,0.35
HNRNPU,MRPL40,0.35
HNRNPU,MRPL44,0.35
HNRNPU,MRPL46,0.35
HNRNPU,MRPL49,0.35
HNRNPU,MRPL55,0.35
HNRNPU,MRPL57,0.35
HNRNPU,MRPL9,0.35
HNRNPU,MRPS10,0.35
HNRNPU,MRPS11,0.53
HNRNPU,MRPS14,0.35
HNRNPU,MRPS15,0.35
HNRNPU,MRPS2,0.53
HNRNPU,MRPS21,0.35
HNRNPU,MRPS22,0.35
HNRNPU,MRPS24,0.35
HNRNPU,MRPS25,0.53
HNRNPU,MRPS26,0.35
HNRNPU,MRPS27,0.53
HNRNPU,MRPS28,0.35
HNRNPU,MRPS31,0.53
HNRNPU,MRPS33,0.53
HNRNPU,MRPS34,0.35
HNRNPU,MRPS35,0.53
HNRNPU,MRPS9,0.64
HNRNPU,MRTO4,0.35
HNRNPU,MTERF3,0.35
HNRNPU,MUS81,0.35
HNRNPU,MYBBP1A,0.35
HNRNPU,NAT10,0.35
HNRNPU,NBEAL1,0.35
HNRNPU,NDRG1,0.4
HNRNPU,NEPRO,0.35
HNRNPU,NIP7,0.35
HNRNPU,NKRF,0.35
HNRNPU,NOA1,0.35
HNRNPU,NOC2L,0.35
HNRNPU,NOC3L,0.35
HNRNPU,NOL6,0.35
HNRNPU,NOP2,0.35
HNRNPU,NOP56,0.35
HNRNPU,NOP58,0.35
HNRNPU,NPM1,0.35
HNRNPU,NPM3,0.35
HNRNPU,NUP153,0.53
HNRNPU,NUP50,0.35
HNRNPU,NVL,0.35
HNRNPU,PABPC4,0.35
HNRNPU,PDCD11,0.35
HNRNPU,PHF14,0.35
HNRNPU,PHF8,0.35
HNRNPU,PKN3,0.35
HNRNPU,PNO1,0.35
HNRNPU,POC1B-GALNT4,0.35
HNRNPU,POP1,0.35
HNRNPU,PRMT1,0.53
HNRNPU,PRR3,0.35
HNRNPU,PTCD1,0.35
HNRNPU,PUM3,0.35
HNRNPU,RBM28,0.35
HNRNPU,RBM34,0.35
HNRNPU,RBPMS2,0.85924928203
HNRNPU,REXO4,0.35
HNRNPU,RFC1,0.35
HNRNPU,RFC2,0.35
HNRNPU,RFC3,0.35
HNRNPU,RFC4,0.35
HNRNPU,RFC5,0.35
HNRNPU,RIOK2,0.35
HNRNPU,RIOX1,0.35
HNRNPU,RIOX2,0.35
HNRNPU,RPL10,0.35
HNRNPU,RPL10A,0.35
HNRNPU,RPL11,0.35
HNRNPU,RPL13,0.35
HNRNPU,RPL13A,0.35
HNRNPU,RPL15,0.35
HNRNPU,RPL17,0.35
HNRNPU,RPL18,0.35
HNRNPU,RPL18A,0.35
HNRNPU,RPL19,0.35
HNRNPU,RPL21,0.35
HNRNPU,RPL22,0.35
HNRNPU,RPL23,0.35
HNRNPU,RPL23A,0.35
HNRNPU,RPL24,0.35
HNRNPU,RPL26,0.35
HNRNPU,RPL27,0.35
HNRNPU,RPL27A,0.35
HNRNPU,RPL28,0.35
HNRNPU,RPL3,0.35
HNRNPU,RPL30,0.35
HNRNPU,RPL32,0.35
HNRNPU,RPL36,0.35
HNRNPU,RPL36A,0.35
HNRNPU,RPL4,0.35
HNRNPU,RPL5,0.35
HNRNPU,RPL6,0.35
HNRNPU,RPL7,0.35
HNRNPU,RPL7A,0.35
HNRNPU,RPL8,0.35
HNRNPU,RPL9P9,0.35
HNRNPU,RPLP0,0.35
HNRNPU,RPP25L,0.35
HNRNPU,RPP38,0.35
HNRNPU,RPS10,0.35
HNRNPU,RPS11,0.35
HNRNPU,RPS12,0.35
HNRNPU,RPS13,0.35
HNRNPU,RPS14,0.35
HNRNPU,RPS15,0.53
HNRNPU,RPS15A,0.35
HNRNPU,RPS16,0.53
HNRNPU,RPS17,0.35
HNRNPU,RPS18,0.35
HNRNPU,RPS19,0.35
